Investment Name,Capital Committed,Unfunded Commitment,Paid-in Capital/Capital Drawn,Total Capital Distributed,Reported Market Value,Net IRR,Date,Capital Distributed Per Quarter
"TPG Partners V, L.P.",0.24542191726448595,0.21492198727200568,0.24131877074990335,0.29524950961927604,0.08555595773014515,0.8175764913053049,2017-03-31,0.0871008582575503
"TPG Partners V, L.P.",0.24542191726448595,0.21492198727200568,0.24131877074990335,0.30873310588419534,0.0771525171424755,0.8175948345439871,2017-06-30,0.09501921060461663
"TPG Partners V, L.P.",0.24542191726448595,0.21492198727200568,0.24131877074990335,0.32206810930870294,0.06740986797121956,0.8176021718394599,2017-09-30,0.09470436888603087
"TPG Partners V, L.P.",0.24542191726448595,0.21492198727200568,0.24131877074990335,0.32713840032393887,0.06356393142351464,0.8176003375155918,2017-12-31,0.07719291778688457
"TPG Partners V, L.P.",0.24542191726448595,0.23590347923607324,0.24131877074990335,0.33048575031998056,0.05958674309839919,0.8175874972485142,2018-03-31,0.07354231315477579
"TPG Partners V, L.P.",0.24542191726448595,0.23590347923607324,0.24131877074990335,0.3455459066108608,0.044565686175846365,0.8175673196859637,2018-06-03,0.09835966002769798
"TPG Partners V, L.P.",0.24542191726448595,0.23590347923607324,0.24131877074990335,0.34916822235506234,0.042004270459231746,0.8175673196859637,2018-09-30,0.07412491651886127
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.5229767905589767,0.0,8.116870379370075e-06,0.004628456962074205,0.8166409861325116,2007-09-30,0.06644987570932365
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.5229767905589767,0.0,8.116870379370075e-06,0.004628456962074205,0.8166409861325116,2007-12-31,0.06644987570932365
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.5028648055054049,0.015754987290190557,8.116870379370075e-06,0.02002411063932683,0.8145626971898158,2008-03-31,0.06644987570932365
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.5007671635427109,0.01739820263534846,8.116870379370075e-06,0.022819945111231796,0.817281165162521,2008-06-30,0.06644987570932365
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.48725736323476804,0.02798128190761805,2.5527557343118886e-05,0.03035999629034648,0.8134382566585957,2008-09-30,0.06648676584878285
