Investment Name,Capital Committed,Unfunded Commitment,Paid-in Capital/Capital Drawn,Total Capital Distributed,Reported Market Value,Net IRR,Date,Capital Distributed Per Quarter
"Chisholm Partners IV, L.P.",25000000.0,17068716.0,7931284.0,3530.0,7504085.0,-0.09,2000-03-31,3530.0
"Chisholm Partners IV, L.P.",25000000.0,13219281.0,11780719.0,1721.0,12590794.0,0.1484,2000-06-30,-1809.0
"Chisholm Partners IV, L.P.",25000000.0,9665879.0,15334121.0,1721.0,19480333.0,0.4699,2000-09-30,0.0
"Chisholm Partners IV, L.P.",25000000.0,9385743.0,15614257.0,480243.0,18168998.0,0.2344,2000-12-31,478522.0
"Chisholm Partners IV, L.P.",25000000.0,8646488.0,16353512.0,482051.0,18661104.0,0.1638,2001-03-31,1808.0
"Chisholm Partners IV, L.P.",25000000.0,8059199.0,16940801.0,482051.0,15658472.0,-0.0388,2001-06-30,0.0
"Chisholm Partners IV, L.P.",25000000.0,7632830.0,17367170.0,482051.0,11897331.0,-0.21,2001-09-30,0.0
"Chisholm Partners IV, L.P.",25000000.0,7017777.0,17982223.0,482051.0,10320414.0,-0.2778,2001-12-31,0.0
"Chisholm Partners IV, L.P.",25000000.0,5700521.0,19299479.0,482051.0,11670314.0,-0.2415,2002-03-31,0.0
"Chisholm Partners IV, L.P.",25000000.0,5350813.0,19649187.0,482051.0,11787643.0,-0.2214,2002-06-30,0.0
"Chisholm Partners IV, L.P.",25000000.0,5113956.0,19886044.0,482051.0,12054240.0,-0.1966,2002-09-30,0.0
"Chisholm Partners IV, L.P.",25000000.0,4627550.0,20372450.0,482051.0,12598382.0,-0.1758,2002-12-31,0.0
"Chisholm Partners IV, L.P.",25000000.0,3234848.0,21765152.0,532871.0,12575234.0,-0.1963,2003-03-31,50820.0
"Chisholm Partners IV, L.P.",25000000.0,2773835.0,22226165.0,532871.0,12485333.0,-0.193,2003-06-30,0.0
"Chisholm Partners IV, L.P.",25000000.0,2569065.0,22430935.0,532871.0,12648417.0,-0.1774,2003-09-30,0.0
"Chisholm Partners IV, L.P.",25000000.0,2569065.0,22430935.0,532871.0,12462582.0,-0.1677,2003-12-31,0.0
"Chisholm Partners IV, L.P.",25000000.0,2499222.0,22500778.0,532871.0,12415782.0,0.1581,2004-03-31,0.0
"Chisholm Partners IV, L.P.",25000000.0,3168313.0,21831687.0,532871.0,11553191.0,-0.1516,2004-06-30,0.0
"Chisholm Partners IV, L.P.",25000000.0,2966615.0,22033385.0,532871.0,11776298.0,-0.142,2004-09-30,0.0
"Chisholm Partners IV, L.P.",25000000.0,2761951.0,22238049.0,2067401.0,11417498.0,-0.1172,2004-12-31,1534530.0
"Chisholm Partners IV, L.P.",25000000.0,2761951.0,22238049.0,2067401.0,11622745.0,-0.1083,2005-03-31,0.0
"Chisholm Partners IV, L.P.",25000000.0,2685792.0,22314208.0,2599219.0,12111172.0,-0.0894,2005-06-30,531818.0
"Chisholm Partners IV, L.P.",25000000.0,2447806.0,22552194.0,2859932.0,12398662.0,-0.0813,2005-09-30,260713.0
"Chisholm Partners IV, L.P.",25000000.0,2447806.0,22552194.0,2859932.0,12822186.0,-0.0725,2005-12-31,0.0
"Chisholm Partners IV, L.P.",25000000.0,2320533.0,22679467.0,4087204.0,12993217.0,-0.0549,2006-03-31,1227272.0
"Chisholm Partners IV, L.P.",25000000.0,2320533.0,22679467.0,4332659.0,12714639.0,-0.0533,2006-06-30,245455.0
"Chisholm Partners IV, L.P.",25000000.0,2170533.0,22829467.0,4332659.0,13844286.0,-0.0414,2006-09-30,0.0
"Chisholm Partners IV, L.P.",25000000.0,2170533.0,22829467.0,4878113.0,13199316.0,-0.0409,2006-12-31,545454.0
"Chisholm Partners IV, L.P.",25000000.0,2025321.0,22974679.0,4878113.0,13339278.0,-0.0397,2007-03-31,0.0
"Chisholm Partners IV, L.P.",25000000.0,2025321.0,22974679.0,4878113.0,13225732.0,-0.0395,2007-06-30,0.0
"Chisholm Partners IV, L.P.",25000000.0,1876618.0,23123382.0,5941750.0,11883027.0,-0.0422,2007-09-30,1063637.0
"Chisholm Partners IV, L.P.",25000000.0,1876618.0,23123382.0,6951851.0,11163948.0,-0.0385,2007-12-31,1010101.0
"Chisholm Partners IV, L.P.",25000000.0,1763825.0,23236175.0,6951851.0,11395422.0,-0.0365,2008-03-31,0.0
"Chisholm Partners IV, L.P.",25000000.0,1763825.0,23236175.0,6951851.0,11169794.0,-0.0375,2008-06-30,0.0
"Chisholm Partners IV, L.P.",25000000.0,1634366.0,23365634.0,6951851.0,10494728.0,-0.0435,2008-09-30,0.0
"Chisholm Partners IV, L.P.",25000000.0,1634366.0,23365634.0,6951851.0,9832809.0,-0.0483,2008-12-31,0.0
"Chisholm Partners IV, L.P.",25000000.0,1550000.0,23450000.0,6951851.0,9374462.0,-0.052,2009-03-31,0.0
"Chisholm Partners IV, L.P.",25000000.0,1550000.0,23450000.0,6951851.0,9753726.0,-0.0476,2009-06-30,0.0
"Chisholm Partners IV, L.P.",25000000.0,1413947.0,23586053.0,6951851.0,10069463.0,-0.045,2009-09-30,0.0
"Chisholm Partners IV, L.P.",25000000.0,1413947.0,23586053.0,6951851.0,10188659.0,-0.0431,2009-12-31,0.0
"Chisholm Partners IV, L.P.",25000000.0,1208419.0,23791581.0,7044477.0,12874264.0,-0.0233,2010-03-31,92626.0
"Chisholm Partners IV, L.P.",25000000.0,1208419.0,23791581.0,9251976.0,11249970.0,-0.019,2010-06-30,2207499.0
"Chisholm Partners IV, L.P.",25000000.0,1110458.0,23889542.0,9251976.0,13867170.0,-0.0041,2010-09-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,2108290.0,-0.54,2000-03-31,0.0
"FCI Enclosures Partners II, L.P.",8433160.0,0.0,8433160.0,0.0,2108290.0,-0.4929,2000-06-30,0.0
"FCI Enclosures Partners II, L.P.",8433160.0,0.0,8433160.0,0.0,0.0,-1.0,2000-09-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2000-12-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2001-03-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2001-06-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2001-09-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2001-12-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2002-03-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2002-06-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2002-09-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2002-12-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2003-03-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2003-06-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2003-09-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2003-12-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2004-03-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2004-06-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2004-09-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2004-12-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2005-03-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2005-06-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2005-09-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2005-12-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2006-03-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2006-06-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2006-09-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2006-12-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2007-03-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2007-06-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2007-09-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2007-12-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2008-03-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2008-06-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2008-09-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2008-12-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2009-03-31,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2009-06-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,-1.0,2009-09-30,0.0
"FCI Enclosures Partners II, L.P.",8433492.0,0.0,8433492.0,0.0,0.0,0.0,2009-12-31,0.0
"Furman Selz Investors II, L.P.",20000000.0,8001179.0,11998821.0,113079.0,13688258.0,0.14,2000-03-31,113079.0
"Furman Selz Investors II, L.P.",20000000.0,5578915.0,14421085.0,113079.0,16509069.0,0.1323,2000-06-30,0.0
"Furman Selz Investors II, L.P.",20000000.0,5015164.0,14984836.0,241773.0,16215491.0,0.0729,2000-09-30,128694.0
"Furman Selz Investors II, L.P.",20000000.0,4569979.0,15430021.0,926046.0,14266684.0,-0.0102,2000-12-31,684273.0
"Furman Selz Investors II, L.P.",20000000.0,4466694.0,15533306.0,926046.0,14490472.0,-0.0043,2001-03-31,0.0
"Furman Selz Investors II, L.P.",20000000.0,3745684.0,16254316.0,1076514.0,15004131.0,-0.0057,2001-06-30,150468.0
"Furman Selz Investors II, L.P.",20000000.0,3167355.0,16832645.0,1076514.0,15608618.0,0.0,2001-09-30,0.0
"Furman Selz Investors II, L.P.",20000000.0,2278981.0,17721019.0,5316633.0,12736616.0,0.0086,2001-12-31,4240119.0
"Furman Selz Investors II, L.P.",20000000.0,1898872.0,18101128.0,5316633.0,12471142.0,-0.0077,2002-03-31,0.0
"Furman Selz Investors II, L.P.",20000000.0,1721095.0,18278905.0,5316633.0,12092174.0,-0.02,2002-06-30,0.0
"Furman Selz Investors II, L.P.",20000000.0,1591208.0,18408792.0,5316633.0,11585535.0,-0.0329,2002-09-30,0.0
"Furman Selz Investors II, L.P.",20000000.0,1231208.0,18768792.0,5316633.0,11276532.0,-0.0454,2002-12-31,0.0
"Furman Selz Investors II, L.P.",20000000.0,1138678.0,18861322.0,5316633.0,11303589.0,-0.0441,2003-03-31,0.0
"Furman Selz Investors II, L.P.",20000000.0,1107567.0,18892433.0,5316633.0,11192693.0,-0.0444,2003-06-30,0.0
"Furman Selz Investors II, L.P.",20000000.0,844522.0,19155478.0,5316633.0,12171466.0,-0.0286,2003-09-30,0.0
"Furman Selz Investors II, L.P.",20000000.0,777855.0,19222145.0,5791596.0,14292794.0,0.013,2003-12-31,474963.0
"Furman Selz Investors II, L.P.",20000000.0,628751.0,19371249.0,5999003.0,19992820.0,0.0822,2004-03-31,207407.0
"Furman Selz Investors II, L.P.",20000000.0,530974.0,19469026.0,9992849.0,17103462.0,0.0887,2004-06-30,3993846.0
"Furman Selz Investors II, L.P.",20000000.0,459863.0,19540137.0,13888910.0,18456781.0,0.1298,2004-09-30,3896061.0
"Furman Selz Investors II, L.P.",20000000.0,322085.0,19677915.0,14035703.0,17622130.0,0.1193,2004-12-31,146793.0
"Furman Selz Investors II, L.P.",20000000.0,277575.0,19722425.0,19337227.0,12958797.0,0.1207,2005-03-31,5301524.0
"Furman Selz Investors II, L.P.",20000000.0,228686.0,19771314.0,19337227.0,14450443.0,0.1278,2005-06-30,0.0
"Furman Selz Investors II, L.P.",20000000.0,210396.0,19789604.0,24399441.0,10393137.0,0.1314,2005-09-30,5062214.0
"Furman Selz Investors II, L.P.",20000000.0,210396.0,19789604.0,24781588.0,11217547.0,0.1365,2005-12-31,382147.0
"Furman Selz Investors II, L.P.",20000000.0,180136.0,19819864.0,27608620.0,9075750.0,0.1383,2006-03-31,2827032.0
"Furman Selz Investors II, L.P.",20000000.0,180136.0,19819864.0,27858162.0,8260846.0,0.1338,2006-06-30,249542.0
"Furman Selz Investors II, L.P.",20000000.0,180136.0,19819864.0,29672653.0,7007527.0,0.1354,2006-09-30,1814491.0
"Furman Selz Investors II, L.P.",20000000.0,180136.0,19819864.0,30912323.0,6625974.0,0.1386,2006-12-31,1239670.0
"Furman Selz Investors II, L.P.",20000000.0,180136.0,19819864.0,30912323.0,8187344.0,0.1446,2007-03-31,0.0
"Furman Selz Investors II, L.P.",20000000.0,180136.0,19819864.0,30979328.0,12490338.0,0.1608,2007-06-30,67005.0
"Furman Selz Investors II, L.P.",20000000.0,180136.0,19819864.0,30979328.0,11394288.0,0.1551,2007-09-30,0.0
"Furman Selz Investors II, L.P.",20000000.0,180136.0,19819864.0,30979328.0,11567788.0,0.1542,2007-12-31,0.0
"Furman Selz Investors II, L.P.",20000000.0,180136.0,19819864.0,31134606.0,11637974.0,0.1535,2008-03-31,155278.0
"Furman Selz Investors II, L.P.",20000000.0,180136.0,19819864.0,31335807.0,12589588.0,0.1559,2008-06-30,201201.0
"Furman Selz Investors II, L.P.",20000000.0,180136.0,19819864.0,31631972.0,7846215.0,0.1396,2008-09-30,296165.0
"Furman Selz Investors II, L.P.",20000000.0,180136.0,19819864.0,31813871.0,6138680.0,0.1333,2008-12-31,181899.0
"Furman Selz Investors II, L.P.",20000000.0,180136.0,19819864.0,31813871.0,7158008.0,0.136,2009-03-31,0.0
"Furman Selz Investors II, L.P.",20000000.0,180136.0,19819864.0,31813871.0,7816615.0,0.1376,2009-06-30,0.0
"Furman Selz Investors II, L.P.",20000000.0,176038.0,19823962.0,31858391.0,7850692.0,0.14,2009-09-30,44520.0
"Furman Selz Investors II, L.P.",20000000.0,176038.0,19823962.0,31858391.0,3744392.0,0.1225,2009-12-31,0.0
"Galen Partners III, L.P.",25000000.0,7771369.0,17228631.0,123356.0,18863913.0,0.0582,2000-06-30,123356.0
"Galen Partners III, L.P.",25000000.0,7250816.0,17749184.0,123356.0,17601601.0,-0.0007,2000-09-30,0.0
"Galen Partners III, L.P.",25000000.0,6654440.0,18345560.0,123356.0,16044348.0,-0.0602,2000-12-31,0.0
"Galen Partners III, L.P.",25000000.0,5056115.0,19943885.0,123356.0,17435352.0,-0.059,2001-03-31,0.0
"Galen Partners III, L.P.",25000000.0,2484388.0,22515612.0,123356.0,22136461.0,-0.0054,2001-06-30,0.0
"Galen Partners III, L.P.",25000000.0,2006064.0,22993936.0,123356.0,21693447.0,-0.02,2001-09-30,0.0
"Galen Partners III, L.P.",25000000.0,824389.0,24175611.0,123356.0,23969532.0,-0.0014,2001-12-31,0.0
"Galen Partners III, L.P.",25000000.0,715838.0,24284162.0,123356.0,24449724.0,0.0044,2002-03-31,0.0
"Galen Partners III, L.P.",25000000.0,-23080.0,25023080.0,123356.0,23434537.0,-0.021,2002-06-30,0.0
"Galen Partners III, L.P.",25000000.0,-791509.0,25791509.0,92335.0,23441349.0,-0.0301,2002-09-30,-31021.0
"Galen Partners III, L.P.",25000000.0,-1364207.0,26364207.0,92335.0,23074266.0,-0.04,2002-12-31,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,2667035.0,7332965.0,0.0,7332965.0,0.0,2000-06-30,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,2667035.0,7332965.0,0.0,6792177.0,-0.2573,2000-09-30,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,5476812.0,4523188.0,3969.0,4440047.0,-0.0236,2000-12-31,3969.0
"Goense Bounds & Partners A, L.P.",10000000.0,5351838.0,4648162.0,3969.0,4553957.0,-0.0201,2001-03-31,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,6139373.0,3860627.0,10649.0,3732974.0,-0.0215,2001-06-30,6680.0
"Goense Bounds & Partners A, L.P.",10000000.0,5611690.0,4388310.0,13322.0,4282415.0,-0.01,2001-09-30,2673.0
"Goense Bounds & Partners A, L.P.",10000000.0,5551937.0,4448063.0,13322.0,3793720.0,-0.086,2001-12-31,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,5338812.0,4661188.0,185992.0,3814742.0,-0.078,2002-03-31,172670.0
"Goense Bounds & Partners A, L.P.",10000000.0,4556571.0,5443429.0,224628.0,4528388.0,-0.0722,2002-06-30,38636.0
"Goense Bounds & Partners A, L.P.",10000000.0,4573302.0,5426698.0,238521.0,3763993.0,-0.1394,2002-09-30,13893.0
"Goense Bounds & Partners A, L.P.",10000000.0,4573302.0,5426698.0,238521.0,3745164.0,-0.1273,2002-12-31,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,4461602.0,5538398.0,325085.0,3768412.0,-0.1161,2003-03-31,86564.0
"Goense Bounds & Partners A, L.P.",10000000.0,4461602.0,5538398.0,325085.0,3768533.0,-0.1065,2003-06-30,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,4263954.0,5736046.0,435198.0,2426864.0,-0.2282,2003-09-30,110113.0
"Goense Bounds & Partners A, L.P.",10000000.0,4263954.0,5736046.0,5645254.0,1698238.0,0.0856,2003-12-31,5210056.0
"Goense Bounds & Partners A, L.P.",10000000.0,4135306.0,5864694.0,5820832.0,1697618.0,0.0861,2004-03-31,175578.0
"Goense Bounds & Partners A, L.P.",10000000.0,2915371.0,7084629.0,7132933.0,1958771.0,0.1,2004-06-30,1312101.0
"Goense Bounds & Partners A, L.P.",10000000.0,2216499.0,7783501.0,7132933.0,2699883.0,0.0998,2004-09-30,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,1549017.0,8450983.0,7132933.0,3385845.0,0.0975,2004-12-31,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,621648.0,9378352.0,7337907.0,4272613.0,0.1006,2005-03-31,204974.0
"Goense Bounds & Partners A, L.P.",10000000.0,625726.0,9374274.0,7397712.0,4244826.0,0.0983,2005-06-30,59805.0
"Goense Bounds & Partners A, L.P.",10000000.0,487568.0,9512432.0,7409283.0,4399382.0,0.0959,2005-09-30,11571.0
"Goense Bounds & Partners A, L.P.",10000000.0,153646.0,9846354.0,7483349.0,5011386.0,0.1035,2005-12-31,74066.0
"Goense Bounds & Partners A, L.P.",10000000.0,153646.0,9846354.0,7483349.0,5033697.0,0.1006,2006-03-31,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,121710.0,9878290.0,7673214.0,4987919.0,0.1004,2006-06-30,189865.0
"Goense Bounds & Partners A, L.P.",10000000.0,121710.0,9878290.0,7673214.0,4837758.0,0.0932,2006-09-30,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,37782.0,9962218.0,7789719.0,5180805.0,0.0999,2006-12-31,116505.0
"Goense Bounds & Partners A, L.P.",10000000.0,37782.0,9962218.0,7789719.0,5221138.0,0.0979,2007-03-31,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,-863320.0,10863320.0,7789719.0,6232784.0,0.0974,2007-06-30,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,-715167.0,10715167.0,7959224.0,6057536.0,0.0974,2007-09-30,169505.0
"Goense Bounds & Partners A, L.P.",10000000.0,-715167.0,10715167.0,7959224.0,6348555.0,0.1003,2007-12-31,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,-715167.0,10715167.0,7959224.0,6420834.0,0.0988,2008-03-31,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,-715167.0,10715167.0,7959224.0,6340086.0,0.0945,2008-06-30,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,-755683.0,10755683.0,7971039.0,5051564.0,0.0655,2008-09-30,11815.0
"Goense Bounds & Partners A, L.P.",10000000.0,-755683.0,10755683.0,7971039.0,4264778.0,0.0453,2008-12-31,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,-804221.0,10804221.0,7972499.0,3869201.0,0.033,2009-03-31,1460.0
"Goense Bounds & Partners A, L.P.",10000000.0,-804221.0,10804221.0,7972499.0,3494863.0,0.0214,2009-06-30,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,-854280.0,10854280.0,7972499.0,3683058.0,0.0248,2009-09-30,0.0
"Goense Bounds & Partners A, L.P.",10000000.0,-854280.0,10854280.0,7972499.0,4141832.0,0.0358,2009-12-31,0.0
"Harvest Partners III, L.P.",20000000.0,10988000.0,9012000.0,0.0,7755887.0,-0.09,2000-03-31,0.0
"Harvest Partners III, L.P.",20000000.0,9068470.0,10931530.0,0.0,11672098.0,0.0404,2000-06-30,0.0
"Harvest Partners III, L.P.",20000000.0,5813073.0,14186927.0,0.0,15076441.0,0.0408,2000-09-30,0.0
"Harvest Partners III, L.P.",20000000.0,5108245.0,14891755.0,0.0,15689842.0,0.0313,2000-12-31,0.0
"Harvest Partners III, L.P.",20000000.0,3226850.0,16773150.0,0.0,17632869.0,0.0292,2001-03-31,0.0
"Harvest Partners III, L.P.",20000000.0,3226850.0,16773150.0,0.0,28514746.0,0.2835,2001-06-30,0.0
"Harvest Partners III, L.P.",20000000.0,3226850.0,16773150.0,476452.0,22654093.0,0.15,2001-09-30,476452.0
"Harvest Partners III, L.P.",20000000.0,3226850.0,16773150.0,476452.0,21616864.0,0.1148,2001-12-31,0.0
"Harvest Partners III, L.P.",20000000.0,3226850.0,16773150.0,476452.0,21379988.0,0.1004,2002-03-31,0.0
"Harvest Partners III, L.P.",20000000.0,2474320.0,17525680.0,476452.0,21293751.0,0.0781,2002-06-30,0.0
"Harvest Partners III, L.P.",20000000.0,2474320.0,17525680.0,476452.0,18929843.0,0.0335,2002-09-30,0.0
"Harvest Partners III, L.P.",20000000.0,2474320.0,17525680.0,664584.0,17040083.0,0.0031,2002-12-31,188132.0
"Harvest Partners III, L.P.",20000000.0,2474320.0,17525680.0,664584.0,17154270.0,0.0047,2003-03-31,0.0
"Harvest Partners III, L.P.",20000000.0,2474320.0,17525680.0,1413811.0,12662059.0,-0.0571,2003-06-30,749227.0
"Harvest Partners III, L.P.",20000000.0,1847213.0,18152787.0,1413811.0,13442078.0,-0.0511,2003-09-30,0.0
"Harvest Partners III, L.P.",20000000.0,1847213.0,18152787.0,1413811.0,14078272.0,-0.0382,2003-12-31,0.0
"Harvest Partners III, L.P.",20000000.0,1220106.0,18779894.0,1413811.0,16013501.0,-0.0178,2004-03-31,0.0
"Harvest Partners III, L.P.",20000000.0,1220106.0,18779894.0,2632156.0,14884246.0,-0.0157,2004-06-30,1218345.0
"Harvest Partners III, L.P.",20000000.0,1220106.0,18779894.0,4843128.0,12626618.0,-0.0157,2004-09-30,2210972.0
"Harvest Partners III, L.P.",20000000.0,1220106.0,18779894.0,4843128.0,14084565.0,0.0016,2004-12-31,0.0
"Harvest Partners III, L.P.",20000000.0,1220106.0,18779894.0,6074411.0,12794968.0,0.0,2005-03-31,1231283.0
"Harvest Partners III, L.P.",20000000.0,814641.0,19185359.0,8183554.0,10072967.0,-0.0099,2005-06-30,2109143.0
"Harvest Partners III, L.P.",20000000.0,814641.0,19185359.0,8183554.0,9290285.0,-0.0182,2005-09-30,0.0
"Harvest Partners III, L.P.",20000000.0,1037928.0,18962072.0,8628543.0,6763902.0,-0.0395,2005-12-31,444989.0
"Harvest Partners III, L.P.",20000000.0,1037928.0,18962072.0,8628543.0,6434526.0,-0.0428,2006-03-31,0.0
"Harvest Partners III, L.P.",20000000.0,959885.0,19040115.0,8628543.0,5157752.0,-0.06,2006-06-30,0.0
"Harvest Partners III, L.P.",20000000.0,959885.0,19040115.0,8628543.0,3489540.0,-0.0846,2006-09-30,0.0
"Harvest Partners III, L.P.",20000000.0,959885.0,19040115.0,8628543.0,2416934.0,-0.1031,2006-12-31,0.0
"Harvest Partners III, L.P.",20000000.0,959885.0,19040115.0,8628543.0,1595804.0,-0.1198,2007-03-31,0.0
"Harvest Partners III, L.P.",20000000.0,854881.0,19145119.0,8649347.0,695368.0,-0.1455,2007-06-30,20804.0
"Harvest Partners III, L.P.",20000000.0,854881.0,19145119.0,8649347.0,749256.0,-0.1429,2007-09-30,0.0
"Harvest Partners III, L.P.",20000000.0,854881.0,19145119.0,8649347.0,776639.0,-0.1411,2007-12-31,0.0
"Harvest Partners III, L.P.",20000000.0,854881.0,19145119.0,8649347.0,775797.0,-0.1402,2008-03-31,0.0
"Harvest Partners III, L.P.",20000000.0,854881.0,19145119.0,8649347.0,678970.0,-0.1425,2008-06-30,0.0
"Harvest Partners III, L.P.",20000000.0,854881.0,19145119.0,8649347.0,677494.0,-0.1417,2008-09-30,0.0
"Harvest Partners III, L.P.",20000000.0,854881.0,19145119.0,8649347.0,292242.0,-0.1562,2008-12-31,0.0
"Harvest Partners III, L.P.",20000000.0,854881.0,19145119.0,9398574.0,710564.0,-0.128,2009-03-31,749227.0
"Harvest Partners III, L.P.",20000000.0,854881.0,19145119.0,9398574.0,673292.0,-0.128,2009-06-30,0.0
"Harvest Partners III, L.P.",20000000.0,854881.0,19145119.0,8649347.0,472397.0,-0.1465,2009-09-30,-749227.0
"Harvest Partners III, L.P.",20000000.0,848610.0,19151390.0,8731631.0,549249.0,-0.1393,2009-12-31,82284.0
IDA-West Energy Fund,3275000.0,0.0,3275000.0,6179544.0,2397814.0,0.62,2000-03-31,6179544.0
IDA-West Energy Fund,3275000.0,0.0,3275000.0,6179544.0,2397814.0,0.6035,2000-06-30,0.0
IDA-West Energy Fund,3275000.0,0.0,3275000.0,6179544.0,2397814.0,0.5906,2000-09-30,0.0
IDA-West Energy Fund,3275000.0,0.0,3275000.0,7177244.0,3275000.0,0.6497,2000-12-31,997700.0
IDA-West Energy Fund,3275000.0,0.0,3275000.0,7177244.0,3275000.0,0.637,2001-03-31,0.0
IDA-West Energy Fund,3275000.0,0.0,3275000.0,7177244.0,3275000.0,0.6256,2001-06-30,0.0
IDA-West Energy Fund,3275000.0,0.0,3275000.0,7177244.0,3275000.0,0.62,2001-09-30,0.0
IDA-West Energy Fund,3275000.0,0.0,3275000.0,7177244.0,3275000.0,0.6061,2001-12-31,0.0
IDA-West Energy Fund,3275000.0,0.0,3275000.0,7177244.0,3275000.0,0.598,2002-03-31,0.0
IDA-West Energy Fund,3275000.0,0.0,3275000.0,7177244.0,3275000.0,0.5907,2002-06-30,0.0
IDA-West Energy Fund,3275000.0,0.0,3275000.0,8177244.0,3275000.0,0.602,2002-09-30,1000000.0
